codisi;;Updated at 23:37:09;Updated at 23:37:44;Updated at 23:37:58;Updated at 23:38:19;Updated at 23:39:15;Updated at 23:39:24;Updated at 23:39:37;Updated at 23:39:53;Updated at 23:40:08;Updated at 23:40:45;Updated at 23:40:57;Updated at 23:41:23;Updated at 23:42:00;Updated at 23:42:15;Updated at 23:42:56;Updated at 23:43:07;Updated at 23:43:29;Updated at 23:43:58;Updated at 23:44:20;Updated at 23:44:45;Updated at 23:45:13;Updated at 23:45:53;Updated at 23:46:10;Updated at 23:46:31;Updated at 23:46:47;Updated at 23:47:11
BRGPSIBDR009;;3743292816;6292570536;8667887922;10285281756;25804104274;70610699641;41974621577;28059213083;50041645740;58066903107;49161876944;35846983963;33748251931;26894452176;23071243344;25188449525;22569697550;16872452325;30745014903;41503288073;48024840121;39303902741;29119060969;42920315637;37222160631;25970169717
BRDEAIBDR008;;2162040138;3772851600;5373124366;9689059277;8969550034;11939594640;11745475666;8283507457;5427856366;4258830389;2570023245;277166129,3;547705895,9;6538591295;17759714642;15457644481;16494102774;12765826025;21262779481;56578087744;1,1085E+11;1,57843E+11;1,19844E+11;1,31832E+11;1,30148E+11;1,53728E+11
BRCTSHBDR002;;NULL;NULL;NULL;NULL;128624045,8;1823308889;471882194,7;703095752,9;5126669480;8650215416;14943242369;16235362273;23358452410;16488440154;12922173158;23278685684;36906528480;36190633970;46725750954;71380424901;86372288176;1,445E+11;1,10588E+11;1,36333E+11;1,38441E+11;1,36503E+11
BRCOWCBDR006;;501206883,8;2917693403;4983400930;10523151502;19036958286;36595907000;35841930667;46273365525;46584092341;47865909535;60715874215;54697731953;51056071802;52195157908;53646539786;45296875002;52303544912;67501048559;90348494508;1,23676E+11;1,67995E+11;2,81205E+11;2,28787E+11;2,69526E+11;3,41422E+11;5,1842E+11
BREMCCBDR008;;3640447055;3748766832;8001544666;16258218615;51529649960;2,00537E+11;2,30781E+11;75450613427;49211511566;87472545367;94604720713;76089064817;62068105592;66617461277;50738236004;62095190417;78290855973;81848303081;1,06977E+11;1,20901E+11;1,63475E+11;1,97131E+11;1,81567E+11;NULL;NULL;NULL
BRMDTCBDR004;;2703007541;2903196816;16802858534;26184727202;43911161932;78510899105;1,3883E+11;1,39283E+11;2,00653E+11;1,68846E+11;1,59399E+11;1,62726E+11;1,3151E+11;98609326662;84635977041;84655112326;66065409408;75191236902;86587680992;1,36429E+11;1,90544E+11;4,28244E+11;3,1817E+11;3,6261E+11;4,46673E+11;6,18207E+11
BRBBTGBDR010;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRBBTGBDR002;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRBPACACNPA0;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;12780940891;21627218663;18005112163;81385029038
BREGIEACNOR9;;NULL;NULL;NULL;NULL;NULL;167467633,2;246451157,3;605671981,4;479270647,6;843354743,5;1236434769;9836824833;11481735157;13381214936;12336827429;14053539394;17917773170;19582265760;21795061791;23838144852;21285922881;21860336010;22748065391;23315951098;27855773044;42428242480
BRBBYYBDR005;;1112146313;671151055,5;477708552,4;1782342807;7479492362;18607930770;11297103384;35067792240;28290591888;47469867693;51757144807;49778472659;50612286793;37856131389;27846683935;28743483190;22428750205;15249737225;8162516857;33455375393;36642265711;41318525171;43563483519;65884138975;54662041980;90962875922
BRJCPCBDR000;;8811982636;10985549832;11240652336;16858136000;14400283648;9367376446;5381370259;15904238970;22212910793;20100751803;31392695628;30174144815;37158721441;16270197254;10576770849;10942182216;12684393275;13981902129;9340533802;6458040912;5164070177;8069000767;8334601723;3553722625;1362604262;1442898623
BRRIGGBDR000;;NULL;NULL;NULL;NULL;NULL;12769434784;19360768711;23828207975;27080614800;22032590077;36145830856;53754439934;50497131313;81259180380;38539793016;46334522883;36251262683;25204980283;32512537269;41672591591;17871259818;18218527166;17526073894;13948107684;16494999295;17071321471
BRSPRNBDR006;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;97631542943;45172334376;56898849912;1,09055E+11;77305414688;93025813562;86308535335
BRTSORBDR006;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRUSSXBDR003;;2277402390;2349402975;2531044261;2623414680;2106860720;5262628800;2962876790;3575766926;4919144640;10554022258;15469907234;12736385716;18500217124;23649873737;10661048760;13768320930;13921514566;7097226553;7636359693;10458036170;10418085258;4621551603;18520056622;21339576716;12434924662;7407077726
BRVLOEBDR005;;NULL;NULL;NULL;1544208503;1134357300;2010243495;4224829064;5435362387;14310236219;15144501788;30934321449;74598406188;66040386134;67353573167;27833947846;16471598663;21721547420;21946802845;40149237649;64240087235;70665530560;1,34803E+11;1,00609E+11;1,32332E+11;1,21501E+11;1,57277E+11
BRCHKEBDR001;;68061546;390010140;343135464,5;105058287;13981845;416662183,7;2658520903;2531884829;4714962230;8328597592;11824171911;25557535908;28983191353;33410385236;24330787690;29208963157;28113416744;27372452728;22555333704;42268712329;35281979928;11849465008;20265734690;12141024404;7583329810;6766014652
BRSANCBDR000;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1060956666;1242368538;2639692721;1489724841;1056546353;1950874179;1518969093;82670942,4;6390367,527
BRSTBPACNOR3;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;444187269,3;NULL;NULL;3016571670;3191960055;3898368375;2416562022;1998259665;1678538119;1565303402;2278807150;2831850990;5539232586
BRFSLRBDR001;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4420552334;36768435533;28692008696;20079853027;18510498989;5434807208;5691371289;13636445250;12031076628;26589039185;10848024061;23977317203;16916905149;24300518254
BRALUPACNPR5;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3372386714;3645260500;2739152890;4297572413;5380160972;5471002470;8395512628
BRAETBBDR009;;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).;Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).
BRDUKBBDR008;;6607470971;9508136501;9556228805;22188126923;28012233750;33067074265;59267962493;93610245272;83561852109;53133294853;63078601223;59498931701;89003207493;43880377098;45225741995;39123080895;39143239761;54547124930;93561559872;1,1485E+11;1,60033E+11;1,9456E+11;1,73967E+11;1,89847E+11;2,28825E+11;2,75612E+11
BRAIGBBDR007;;26333902224;43028787213;52432606866;86213172751;1,22554E+11;3,01996E+11;4,35628E+11;4,73391E+11;5,54162E+11;5,01129E+11;4,54117E+11;4,13843E+11;3,97742E+11;2,51582E+11;10551256133;34829569473;64262787474;82074294577;1,10097E+11;1,77247E+11;2,07912E+11;3,03511E+11;2,18232E+11;1,74307E+11;1,32828E+11;1,81286E+11
